,DeutscheMark (Euro)/Dollar,UK pound/Dollar,Swiss Franc/Dollar,Japanese Yen/Dollar
5011-1a,0.772375517,0.72131712,0.79125812,0.89449245
5012-1a,0.365448779,0.650958606,0.510359729,0.631777623
5013-1a,0.759221967,0.969843998,0.868860486,0.659770126
5014-1a,0.131186864,0.503797847,0.148724542,0.230284572
5015-1a,0.302378878,0.627491868,0.258508613,0.680436342
5016-1a,0.787340652,0.55999965,0.799880198,0.458910732
5017-1a,0.076186072,0.183980649,0.106003652,0.254754776
5018-1a,0.54248997,0.470433362,0.585309302,0.463217993
5019-1a,0.715229525,0.573913771,0.70278084,0.643633189
5020-1a,0.835966324,0.770006467,0.712311901,0.905264043
5021-1a,0.033059979,0.077313268,0.039070818,0.074872848
5022-1a,0.880215091,0.924096008,0.858724638,0.924745886
5023-1a,0.374508864,0.076467225,0.530652202,0.558298762
5024-1a,0.796988796,0.358674294,0.649707248,0.890743002
5025-1a,0.655264524,0.460818509,0.482588872,0.484193757
5026-1a,0.13084672,0.125841427,0.078684379,0.804958646
5027-1a,0.564693225,0.594321314,0.513879745,0.389849003
5028-1a,0.863441793,0.81561666,0.854509806,0.718083065
5029-1a,0.058099334,0.021668001,0.036939847,0.082048287
5030-1a,0.534442118,0.394576231,0.622286731,0.710844006
5031-1a,0.024537865,0.017725693,0.047739055,0.067325116
5032-1a,0.587318669,0.733723155,0.699376606,0.60728341
5033-1a,0.196721998,0.384435598,0.07087593,0.002003835
5034-1a,0.632900801,0.816886276,0.83306327,0.045061838
5035-1a,0.247110195,0.219661535,0.386332837,0.136819415
5036-1a,0.582415091,0.865172895,0.767485738,0.724001396
5037-1a,0.973362735,0.851894028,0.973196164,0.908846282
5038-1a,0.724993603,0.865096759,0.744029011,0.619115917
5039-1a,0.263773982,0.833641217,0.446027107,0.168756785
5040-1a,0.561541598,0.719061519,0.523951716,0.223528505
5041-1a,0.61946934,0.532634647,0.636550559,0.60814359
5042-1a,0.638151038,0.785446851,0.68276339,0.927899451
5043-1a,0.48005154,0.881978108,0.464067173,0.771268447
5044-1a,0.488049907,0.208205489,0.348998077,0.542887705
5045-1a,0.522665481,0.595768312,0.59727788,0.593066065
5046-1a,0.606169628,0.695235861,0.429763028,0.51531543
5047-1a,0.004679004,0.005289158,0.003419216,0.015926988
5048-1a,0.081523357,0.140326766,0.046351254,0.402471818
5049-1a,0.53698908,0.542688547,0.437661492,0.420322298
5050-1a,0.241837331,0.06083515,0.237039483,0.017918828
5051-1a,0.837921978,0.686064129,0.747944557,0.545730092
5052-1a,0.654128759,0.602835581,0.717678234,0.42943468
5053-1a,0.102040612,0.381329663,0.197216442,0.316583229
5054-1a,0.935995982,0.753800384,0.927102433,0.705238564
5055-1a,0.12129093,0.063003662,0.128842451,0.321425254
5056-1a,0.510450908,0.813369274,0.651469122,0.886006565
5057-1a,0.537393271,0.445659682,0.509938302,0.74705985
5058-1a,0.479992925,0.746354075,0.529631374,0.345422933
5059-1a,0.674515817,0.787007152,0.780245748,0.704406355
5060-1a,0.253402841,0.067516186,0.130140108,0.370322232
5061-1a,0.013259588,0.045642629,0.015285992,0.120917161
5062-1a,0.653323517,0.651777207,0.669177271,0.717814251
5063-1a,0.650143623,0.515517766,0.670057604,0.93035159
5064-1a,0.738949843,0.67402961,0.731474826,0.868768581
5065-1a,0.945077649,0.912872303,0.965830981,0.893265174
5066-1a,0.558412086,0.510912348,0.637568305,0.715202436
5067-1a,0.190521174,0.117834191,0.173054622,0.269095724
5068-1a,0.902963038,0.691327849,0.897359074,0.891244031
5069-1a,0.355854071,0.266795508,0.348707979,0.80057202
5070-1a,0.852471669,0.970079411,0.88774772,0.701464167
5071-1a,0.815438622,0.948704318,0.758761428,0.618385514
5072-1a,0.431927555,0.586950051,0.296930183,0.030878631
5073-1a,0.666767076,0.775433787,0.663873353,0.869220041
5074-1a,0.329930632,0.444267413,0.470774479,0.684238529
5075-1a,0.892252207,0.332826656,0.838895656,0.048859943
5076-1a,0.583788705,0.722101161,0.551678993,0.434761264
5077-1a,0.422778245,0.788792123,0.530792685,0.289697781
5078-1a,0.645868662,0.258952501,0.583378835,0.714674783
5079-1a,0.428391658,0.598615552,0.516764424,0.372666828
5080-1a,0.298950739,0.450123291,0.498413404,0.767056267
5081-1a,0.482588471,0.293598867,0.345064516,0.619950034
5082-1a,0.703164013,0.489645926,0.567677332,0.815039198
5083-1a,0.494806699,0.562624794,0.652229429,0.255256115
5084-1a,0.430914282,0.14281417,0.357906106,0.020365449
5085-1a,0.794964191,0.829040279,0.875262767,0.290230504
5086-1a,0.726259217,0.778893541,0.80306173,0.169364713
5087-1a,0.072259773,0.045803436,0.05388035,0.213673715
5088-1a,0.547413409,0.685324018,0.581109506,0.628817108
5089-1a,0.032434698,0.351848597,0.034966566,0.457759186
5090-1a,0.454149968,0.422245701,0.393329451,0.785215433
5091-1a,0.720418266,0.809052524,0.585409213,0.96797041
5092-1a,0.976728978,0.954061163,0.969111237,0.635168283
5093-1a,0.243656253,0.381541753,0.226647271,0.452455637
5094-1a,0.651734562,0.626430316,0.814348303,0.800040765
5095-1a,0.41884664,0.911425535,0.702662482,0.895348987
5096-1a,0.220392529,0.178000729,0.182906747,0.410159074
5097-1a,0.159931079,0.058624345,0.108303832,0.041453753
5098-1a,0.199151849,0.394250909,0.16020363,0.3371619
5099-1a,0.041318537,0.117551708,0.20293258,0.188893202
5100-1a,0.358870961,0.499236658,0.530882943,0.04450131
5101-1a,0.683636071,0.58217289,0.529221825,0.772429552
5102-1a,0.815852322,0.833555684,0.88637566,0.867718993
5103-1a,0.736108267,0.659185109,0.815379764,0.474396485
5104-1a,0.964932326,0.949261175,0.9390879,0.896165935
5105-1a,0.134734298,0.141525066,0.204589284,0.231370431
5106-1a,0.679063097,0.288828937,0.412068686,0.117127988
5107-1a,0.532056126,0.704850124,0.504372091,0.939787161
5108-1a,0.388785891,0.862180247,0.544403469,0.524707577
5109-1a,0.017289948,0.072485609,0.043052604,0.23942487
5110-1a,0.799671855,0.892614004,0.839411243,0.781836628
5111-1a,0.391658375,0.407458303,0.555338639,0.502230448
5112-1a,0.026184028,0.029722423,0.022626861,0.317489982
5113-1a,0.273984521,0.573199172,0.175744814,0.386034852
5114-1a,0.889181341,0.646834167,0.831334083,0.74037479
5115-1a,0.966442556,0.885643369,0.914333953,0.843313382
5116-1a,0.394083418,0.457486121,0.584652903,0.475499126
5117-1a,0.333486015,0.256046482,0.317042178,0.475243285
5118-1a,0.732468484,0.401488949,0.532832521,0.634299969
5119-1a,0.477993564,0.387394401,0.457843086,0.525313662
5120-1a,0.50295679,0.599352407,0.511936241,0.565359539
5121-1a,0.020372731,0.013230925,0.010193156,0.059027023
5122-1a,0.053081981,0.053035662,0.05031736,0.079841087
5123-1a,0.395014988,0.138420137,0.484336366,0.669274371
5124-1a,0.824166642,0.950283747,0.928171555,0.603652387
5125-1a,0.354970323,0.28602099,0.299188233,0.047270656
5126-1a,0.25812795,0.345547294,0.20314676,0.007879853
5127-1a,0.214918034,0.441116175,0.454055171,0.51656994
5128-1a,0.356742477,0.672943367,0.665331486,0.456618871
5129-1a,0.103177997,0.032026065,0.074970306,0.138074383
5130-1a,0.068049404,0.009632334,0.006075749,0.240695576
5131-1a,0.845105571,0.542436651,0.714758367,0.353094837
5132-1a,0.249963273,0.059333027,0.264558029,0.369978759
5133-1a,0.362271753,0.372752991,0.453341328,0.654944171
5134-1a,0.15455964,0.131007746,0.119945189,0.396211671
5135-1a,0.354026258,0.232388552,0.47264427,0.050339507
5136-1a,0.591438505,0.581654598,0.5449819,0.106440401
5137-1a,0.181829996,0.157145092,0.126443822,0.104842917
5138-1a,0.37177444,0.626556153,0.40177887,0.217089911
5139-1a,0.204333577,0.038654467,0.228578518,0.575816455
5140-1a,0.072675685,0.111527069,0.028909574,0.124587731
5141-1a,0.965828757,0.928528492,0.949900618,0.760449501
5142-1a,0.198757329,0.180675693,0.305239681,0.093176167
5143-1a,0.968469643,0.818469536,0.883544927,0.982986266
5144-1a,0.043275871,0.069100783,0.076565832,0.273881541
5145-1a,0.874210598,0.947750472,0.935364451,0.925555565
5146-1a,0.116652438,0.25151449,0.069107946,0.363331977
5147-1a,0.866682052,0.822488276,0.837089829,0.885089576
5148-1a,0.661135775,0.796467404,0.777431976,0.890874466
5149-1a,0.178595369,0.188355238,0.376475028,0.044537679
5150-1a,0.891326332,0.958387888,0.931087852,0.925259727
5151-1a,0.452812058,0.545606293,0.418701019,0.342666724
5152-1a,0.039813585,0.017743046,0.049283175,0.325947071
5153-1a,0.803719534,0.866350134,0.772415016,0.733847045
5154-1a,0.527076451,0.719979554,0.654971396,0.537312317
5155-1a,0.091026079,0.097315967,0.076299876,0.083039627
5156-1a,0.537776979,0.785636931,0.438898636,0.734183453
5157-1a,0.874554768,0.882910802,0.834947137,0.932634639
5158-1a,0.633049007,0.647194809,0.732793512,0.621800073
5159-1a,0.97673279,0.912299865,0.935402532,0.869945487
5160-1a,0.608521194,0.622398612,0.450048136,0.38874923
5161-1a,0.808144857,0.469441562,0.675278504,0.811593578
5162-1a,0.715766441,0.809183201,0.752777429,0.910329252
5163-1a,0.19471272,0.180183074,0.146449722,0.282559206
5164-1a,0.362409885,0.277639607,0.495374181,0.404457907
5165-1a,0.432433407,0.428916944,0.528992316,0.724616157
5166-1a,0.854104068,0.859313015,0.889124929,0.688411817
5167-1a,0.463352977,0.445933174,0.410200249,0.150477879
5168-1a,0.105923395,0.356714709,0.216507051,0.403112993
5169-1a,0.914978077,0.961695201,0.891825326,0.970114898
5170-1a,0.826404962,0.859396953,0.776277235,0.730677053
5171-1a,0.12619689,0.318916737,0.207306477,0.331408314
5172-1a,0.590754327,0.6253236,0.55524401,0.492241134
5173-1a,0.67415264,0.620863069,0.687602712,0.599663862
5174-1a,0.044693172,0.161773813,0.083689084,0.019989772
5175-1a,0.040362293,0.017741107,0.037320251,0.13294367
5176-1a,0.500545313,0.798561754,0.560517011,0.691338726
5177-1a,0.517719199,0.400576647,0.476349368,0.626483009
5178-1a,0.835551493,0.857941037,0.868214997,0.88675374
5179-1a,0.212753793,0.38668137,0.299963129,0.163462155
5180-1a,0.309571675,0.084902109,0.251480105,0.038172873
5181-1a,0.844802353,0.820597066,0.789662526,0.613773722
5182-1a,0.351843959,0.413399571,0.342694138,0.533098627
5183-1a,0.851654763,0.877420346,0.840995734,0.95889129
5184-1a,0.604521972,0.160742378,0.287888368,0.504325259
5185-1a,0.749596392,0.744025362,0.774542424,0.877560271
5186-1a,0.970922158,0.966929327,0.965780361,0.940180179
5187-1a,0.612273201,0.253810937,0.769679675,0.642974555
5188-1a,0.099797384,0.05621266,0.253460826,0.215624711
5189-1a,0.295664507,0.246592978,0.272264611,0.614739592
5190-1a,0.146097949,0.13303897,0.110336497,0.069347746
5191-1a,0.835436281,0.802061545,0.92055637,0.804610995
5192-1a,0.814349769,0.883852484,0.863168972,0.831225296
5193-1a,0.033688745,0.084293051,0.048724403,0.090180519
5194-1a,0.561499685,0.320441565,0.353071283,0.157333333
5195-1a,0.1378333,0.314454604,0.170445601,0.04492345
5196-1a,0.487949531,0.298054495,0.399894609,0.388546878
5197-1a,0.219527159,0.181450019,0.241554696,0.471000489
5198-1a,0.703582402,0.452890787,0.732213237,0.504253294
5199-1a,0.412604881,0.128355553,0.549109029,0.682704687
5200-1a,0.137023199,0.029060671,0.150958017,0.264995778
5201-1a,0.796062568,0.64224901,0.659638493,0.849946325
5202-1a,0.508451151,0.419507724,0.480413647,0.610699594
5203-1a,0.246748071,0.557312061,0.483913856,0.502179637
5204-1a,0.874710356,0.895361067,0.885926172,0.413776106
5205-1a,0.865818833,0.651045824,0.906714319,0.962407647
5206-1a,0.545228962,0.596603155,0.461583935,0.737289612
5207-1a,0.163957048,0.291453046,0.250373106,0.190691091
5208-1a,0.167239597,0.371561398,0.117530172,0.303757627
5209-1a,0.613211732,0.902587729,0.680753863,0.621521616
5210-1a,0.521288255,0.701902899,0.572696487,0.332475879
5211-1a,0.167212222,0.112589051,0.089561042,0.568237643
5212-1a,0.905194782,0.708692592,0.909132833,0.850564138
5213-1a,0.620350123,0.287710467,0.611464267,0.401102337
5214-1a,0.649411579,0.746993952,0.689201312,0.573005018
5215-1a,0.526253722,0.501469458,0.556558243,0.896350189
5216-1a,0.355162293,0.247440706,0.296927056,0.482599162
5217-1a,0.223458039,0.239601411,0.116707963,0.133214335
5218-1a,0.45173998,0.279614789,0.413971855,0.798458414
5219-1a,0.723126917,0.506448142,0.745126374,0.704533027
5220-1a,0.332190858,0.436881432,0.426901971,0.29829547
5221-1a,0.294216139,0.491791192,0.39517177,0.043231432
5222-1a,0.78911833,0.935615291,0.801147373,0.444969978
5223-1a,0.600760325,0.866240271,0.602279117,0.833930389
5224-1a,0.900644453,0.893646284,0.875665395,0.323781186
5225-1a,0.886788434,0.910962463,0.806882719,0.804506034
5226-1a,0.33486215,0.563983451,0.368827971,0.906198798
5227-1a,0.624819327,0.132017405,0.85652316,0.69120413
5228-1a,0.392954434,0.304720732,0.392588562,0.204290058
5229-1a,0.320769843,0.134263367,0.67084127,0.545651895
5230-1a,0.902640304,0.851099637,0.765718863,0.538810964
5231-1a,0.19975398,0.393321088,0.162398272,0.74622777
5232-1a,0.72888164,0.471255992,0.601174924,0.30977931
5233-1a,0.370017928,0.217601092,0.425414261,0.24597598
5234-1a,0.047357301,0.041212484,0.070628273,0.041373477
5235-1a,0.48248367,0.550027519,0.145043692,0.681907897
5236-1a,0.765193705,0.572799904,0.631860367,0.352284709
5237-1a,0.887110875,0.789103353,0.804367996,0.84648062
5238-1a,0.391127462,0.781081679,0.526561936,0.761338292
5239-1a,0.541479045,0.950313693,0.743703162,0.728960925
5240-1a,0.672509464,0.709544611,0.653811433,0.701729004
5241-1a,0.108351686,0.049101082,0.137880102,0.264385267
5242-1a,0.570989081,0.41830125,0.633089559,0.672394838
5243-1a,0.651674689,0.568415095,0.704947983,0.38299986
5244-1a,0.696804444,0.862528878,0.783401357,0.461928213
5245-1a,0.955269954,0.865827836,0.915478809,0.979497684
5246-1a,0.589517789,0.719825599,0.652218874,0.646129016
5247-1a,0.877740017,0.946472798,0.92732793,0.842557642
5248-1a,0.607033577,0.49389109,0.594461065,0.500589179
5249-1a,0.241608327,0.28091612,0.249966636,0.215746885
5250-1a,0.742775004,0.67268163,0.791109357,0.687641792
5251-1a,0.508048056,0.209564854,0.329983764,0.140432891
5252-1a,0.473069444,0.110059817,0.407838243,0.119099145
5253-1a,0.549847429,0.70261501,0.555482592,0.783440775
5254-1a,0.039448875,0.114547182,0.025016036,0.107966855
5255-1a,0.533739655,0.207231885,0.563896944,0.807294268
5256-1a,0.914227489,0.914641296,0.897867405,0.861101046
5257-1a,0.47174293,0.528925244,0.506177992,0.534267288
5258-1a,0.148802041,0.229293914,0.314175508,0.222837551
5259-1a,0.059400378,0.07003853,0.053868301,0.106373679
5260-1a,0.16571922,0.130045774,0.2194431,0.06376005
5261-1a,0.650349055,0.4813613,0.41889699,0.44985798
5262-1a,0.177393532,0.125237623,0.168261219,0.10624785
5263-1a,0.595212634,0.500554522,0.604401922,0.698933785
5264-1a,0.321553098,0.513874421,0.507670881,0.544265424
5265-1a,0.867365154,0.834252812,0.919401379,0.914891308
5266-1a,0.399086504,0.624656226,0.573008151,0.685243225
5267-1a,0.163808951,0.146704503,0.142560778,0.129817768
5268-1a,0.701883684,0.66309959,0.691519842,0.61958631
5269-1a,0.069829001,0.354142229,0.064726334,0.497063739
5270-1a,0.448245379,0.363685223,0.461938808,0.339708145
5271-1a,0.776231396,0.873749096,0.726713919,0.841143956
5272-1a,0.494653797,0.826532968,0.472941849,0.201578297
5273-1a,0.341640063,0.811995074,0.59679599,0.691296819
5274-1a,0.752627613,0.607819306,0.66085771,0.735740328
5275-1a,0.179523297,0.102281241,0.191619451,0.104553792
5276-1a,0.711495413,0.521690144,0.544983962,0.807013745
5277-1a,0.272628209,0.386246214,0.276237185,0.322110923
5278-1a,0.039095694,0.02774075,0.013251392,0.025757472
5279-1a,0.410754728,0.469934276,0.315607476,0.200639102
5280-1a,0.009573801,0.021246608,0.013080246,0.182150436
5281-1a,0.209288781,0.248514293,0.274360916,0.662556446
5282-1a,0.142429382,0.048854661,0.272594667,0.605302565
5283-1a,0.758053063,0.750611966,0.861429803,0.594679758
5284-1a,0.070537803,0.021526836,0.040215223,0.111873434
5285-1a,0.040389445,0.044428929,0.163672474,0.171041953
5286-1a,0.497699028,0.492697667,0.521531721,0.477928775
5287-1a,0.683129786,0.827704099,0.450741447,0.232996856
5288-1a,0.744883772,0.833102044,0.774612555,0.788585457
5289-1a,0.518492759,0.633620317,0.446600168,0.436233188
5290-1a,0.928579363,0.861101833,0.961764909,0.97058004
5291-1a,0.190110495,0.288803081,0.239753796,0.849624048
5292-1a,0.266858305,0.098379233,0.367033158,0.457617684
5293-1a,0.912893111,0.682805323,0.868430473,0.905507024
5294-1a,0.854917167,0.74800886,0.902849047,0.718284628
5295-1a,0.90470904,0.891423021,0.919988436,0.790134464
5296-1a,0.397853425,0.707383695,0.541380974,0.484333757
5297-1a,0.050132754,0.01597361,0.089962417,0.470419493
5298-1a,0.632005155,0.663497437,0.700218215,0.713190835
5299-1a,0.472076218,0.677191726,0.431283062,0.474485302
5300-1a,0.877580721,0.725691934,0.72231946,0.878047535
5301-1a,0.372426682,0.387131392,0.467492775,0.299243296
5302-1a,0.748417893,0.780963248,0.745777815,0.766272205
5303-1a,0.307484536,0.299614859,0.623831352,0.132739806
5304-1a,0.340605994,0.30151991,0.265735066,0.694560762
5305-1a,0.191989192,0.695910572,0.284308972,0.54285629
5306-1a,0.089919063,0.0503929,0.145242562,0.333011144
5307-1a,0.9653868,0.986961096,0.974075252,0.860165101
5308-1a,0.905943518,0.798264367,0.868097042,0.153221261
5309-1a,0.941330738,0.947347924,0.80858049,0.352588198
5310-1a,0.296909216,0.156183331,0.423535511,0.514317983
5311-1a,0.726202157,0.499835963,0.834160879,0.873860517
5312-1a,0.829376495,0.778117685,0.768726912,0.667335469
5313-1a,0.805298952,0.10653875,0.717238629,0.945931185
5314-1a,0.408974348,0.072086278,0.435836009,0.433039944
5315-1a,0.380762751,0.17157113,0.455843807,0.594574564
5316-1a,0.611964216,0.745331515,0.59690591,0.615898667
5317-1a,0.335625622,0.161606676,0.361626351,0.47304339
5318-1a,0.342322365,0.326868231,0.472145818,0.868991843
5319-1a,0.554041245,0.543964187,0.615221707,0.532281717
5320-1a,0.604297452,0.402429835,0.595037912,0.815801949
5321-1a,0.077693235,0.235741234,0.10743595,0.488334238
5322-1a,0.84946649,0.929523599,0.797679804,0.105404221
5323-1a,0.766515499,0.747880947,0.59314829,0.595259391
5324-1a,0.490054377,0.66342356,0.719640024,0.680692024
5325-1a,0.296242578,0.497572511,0.548200482,0.678517167
5326-1a,0.523136872,0.473580521,0.495084746,0.313003814
5327-1a,0.108455948,0.376678015,0.076917539,0.087831179
5328-1a,0.500794185,0.353899129,0.40332493,0.36234368
5329-1a,0.89128809,0.549580771,0.798093942,0.776471972
5330-1a,0.743254994,0.810147989,0.529829526,0.050748565
5331-1a,0.149251767,0.092941934,0.068548115,0.276806547
5332-1a,0.263326995,0.559121815,0.551079191,0.860465849
5333-1a,0.318843619,0.91902598,0.833396266,0.838724053
5334-1a,0.755873397,0.00769737,0.653332784,0.85874176
5335-1a,0.820598309,0.997889314,0.844050008,0.652522846
5336-1a,0.091837414,0.563546516,0.128422328,0.11058219
5337-1a,0.040238166,0.065912298,0.093490372,0.158737272
5338-1a,0.440425734,0.8666028,0.18437089,0.01119227
5339-1a,0.471067429,0.55210808,0.530692818,0.534281327
5340-1a,0.448785901,0.480576745,0.324106344,0.748126006
5341-1a,0.626638981,0.344862681,0.745946571,0.753633573
5342-1a,0.456486714,0.537259331,0.590395303,0.91370847
5343-1a,0.606355282,0.41638215,0.566167543,0.879014318
5344-1a,0.217627476,0.28039826,0.126364644,0.214517063
5345-1a,0.331864486,0.455043692,0.28359963,0.22270242
5346-1a,0.174242558,0.47622227,0.020001808,0.002259117
5347-1a,0.620827128,0.561326975,0.616274015,0.625118348
5348-1a,0.844637945,0.721362153,0.761809923,0.118296602
5349-1a,0.376462085,0.931424864,0.135695747,0.114141377
5350-1a,0.976854643,0.986774784,0.788939469,0.027248677
5351-1a,0.211621331,0.099979864,0.678396186,0.959517665
5352-1a,0.148761597,0.602265615,0.109722891,0.122113251
5353-1a,0.816014886,0.575997464,0.961925591,0.940781452
5354-1a,0.691644068,0.417043673,0.893564165,0.842437273
5355-1a,0.082316166,0.459556315,0.065749471,0.256891335
5356-1a,0.485323642,0.697234719,0.117340111,0.060797175
