,DeutscheMark (Euro)/Dollar,UK pound/Dollar,Swiss Franc/Dollar,Japanese Yen/Dollar
2849-1a,0.978206675,0.739089297,0.943688536,0.651883907
2850-1a,0.450083621,0.559491551,0.705219396,0.283755228
2851-1a,0.49613883,0.596563171,0.808455769,0.636707133
2852-1a,0.533497788,0.441774505,0.497233335,0.237924243
2853-1a,0.38965986,0.63816333,0.651805071,0.073333296
2854-1a,0.043464496,0.223079205,0.146768993,0.039926032
2855-1a,0.881296553,0.473174295,0.575558523,0.240293742
2856-1a,0.42016332,0.541869781,0.420402544,0.100404857
2857-1a,0.889469686,0.804351969,0.688983039,0.992895518
2858-1a,0.586055679,0.261882762,0.478079078,0.758997469
2859-1a,0.516127667,0.489311666,0.456476542,0.095194968
2860-1a,0.417094124,0.385985249,0.57518541,0.428635246
2861-1a,0.644231179,0.574097456,0.597106221,0.622809249
2862-1a,0.16446995,0.081187223,0.163556058,0.665628601
2863-1a,0.68710529,0.129614941,0.521254003,0.704442833
2864-1a,0.180523299,0.024846557,0.239146039,0.724768514
2865-1a,0.708697888,0.696576793,0.76546366,0.509338968
2866-1a,0.471360993,0.781154077,0.494264279,0.136776435
2867-1a,0.625182829,0.425358405,0.423897578,0.156850185
2868-1a,0.906070357,0.542356051,0.953487316,0.939023051
2869-1a,0.774728167,0.513690611,0.836373794,0.553609615
2870-1a,0.5704808,0.809344235,0.699499685,0.612701947
2871-1a,0.785462997,0.021310231,0.674960155,0.321036576
2872-1a,0.496674234,0.029403764,0.486926911,0.180236742
2873-1a,0.496850932,0.550396495,0.185406614,0.0858513
2874-1a,0.825514914,0.605096433,0.645406537,0.510259132
2875-1a,0.150115792,0.514600653,0.046516057,0.663437728
2876-1a,0.989796059,0.327576086,0.943736558,0.859514522
2877-1a,0.968683702,0.718514404,0.91704282,0.509720748
2878-1a,0.297389207,0.882801089,0.336043367,0.958437331
2879-1a,0.513415769,0.573470109,0.546578255,0.623648019
2880-1a,0.552214486,0.807142288,0.725182171,0.583869649
2881-1a,0.436598299,0.156041654,0.191835622,0.310789562
2882-1a,0.736668604,0.599189493,0.600033453,0.823261787
2883-1a,0.991171084,0.415606829,0.824764103,0.071653336
2884-1a,0.591855042,0.561399308,0.577727985,0.823307452
2885-1a,0.762246332,0.797098908,0.984306683,0.744160003
2886-1a,0.646757351,0.912344854,0.845153027,0.863167041
2887-1a,0.734287288,0.998923786,0.431946177,0.897066134
2888-1a,0.276921388,0.748319937,0.651968121,0.746569649
2889-1a,0.488619359,0.450860531,0.295308315,0.518895894
2890-1a,0.580925974,0.087276986,0.416292519,0.592242838
2891-1a,0.983079748,0.884028357,0.942492592,0.355099587
2892-1a,0.628818516,0.550175421,0.469809947,0.477956585
2893-1a,0.896105002,0.762409326,0.837537999,0.911681346
2894-1a,0.593850365,0.987140285,0.404328607,0.168547754
2895-1a,0.112411206,0.92111949,0.363815509,0.341895756
2896-1a,0.02437525,0.640869358,0.020927511,0.000782997
2897-1a,0.947606071,0.393053744,0.939623943,0.891712888
2898-1a,0.488752778,0.902530205,0.501075975,0.544978961
2899-1a,0.014886912,0.303552779,0.078221179,0.224596018
2900-1a,0.643125524,0.186661511,0.722618588,0.976938647
2901-1a,0.057713223,0.030468802,0.124010616,0.427432746
2902-1a,0.851036523,0.641091763,0.855698498,0.606875766
2903-1a,0.718014001,0.514167289,0.408725197,0.631202513
2904-1a,0.920125768,0.917203967,0.823874382,0.284561532
2905-1a,0.05737069,0.597932793,0.178929379,0.242135607
2906-1a,0.080695349,0.030928481,0.056990518,0.927887659
2907-1a,0.502050886,0.672671926,0.417375398,0.687368272
2908-1a,0.047079628,0.256203358,0.102678164,0.277160605
2909-1a,0.748231532,0.452956987,0.806100321,0.792603
2910-1a,0.207206326,0.283666476,0.174907564,0.569529774
2911-1a,0.889597044,0.427284015,0.765940085,0.964984743
2912-1a,0.963567583,0.994496455,0.931532357,0.816874798
2913-1a,0.121492242,0.77718054,0.335626986,0.149304236
2914-1a,0.377465973,0.594961673,0.289755169,0.619826655
2915-1a,0.179033256,0.142019828,0.030832547,0.566402927
2916-1a,0.617420712,0.882494737,0.738310603,0.483537817
2917-1a,0.754482483,0.239529066,0.701201461,0.0143275
2918-1a,0.106103914,0.638060535,0.153902897,0.550340885
2919-1a,0.071157147,0.083457532,0.299718556,0.686817346
2920-1a,0.204763781,0.190708664,0.118066547,0.94491062
2921-1a,0.157652902,0.548077308,0.030543677,0.148406764
2922-1a,0.787405556,0.892228031,0.665262031,0.876523982
2923-1a,0.59225906,0.256759342,0.887693837,0.347012005
2924-1a,0.759758094,0.131037364,0.732325965,0.880924367
2925-1a,0.351374874,0.497387337,0.361865497,0.671397872
2926-1a,0.905337884,0.81510146,0.816770581,0.256712155
2927-1a,0.630850087,0.13932233,0.462670444,0.712599473
2928-1a,0.045354568,0.510254045,0.119234928,0.026611214
2929-1a,0.128710628,0.057849048,0.126564321,0.691852822
2930-1a,0.483330259,0.976583428,0.569991415,0.677719768
2931-1a,0.61290439,0.43942431,0.689492992,0.37530117
2932-1a,0.424170418,0.180396741,0.221846696,0.176527506
2933-1a,0.907121182,0.630573013,0.908233428,0.751913323
2934-1a,0.450409299,0.501153239,0.271488828,0.822397478
2935-1a,0.062996264,0.497205634,0.173505265,0.748845078
2936-1a,0.578204857,0.509978621,0.519289502,0.462625814
2937-1a,0.492691159,0.220631164,0.552952051,0.763161894
2938-1a,0.218947509,0.528349642,0.266820309,0.04353916
2939-1a,0.304431018,0.392164971,0.940531594,0.466855083
2940-1a,0.686348839,0.652897559,0.470167794,0.052805109
2941-1a,0.578653613,0.36596467,0.801673515,0.887717937
2942-1a,0.537149835,0.63079853,0.441931488,0.860222566
2943-1a,0.3457149,0.443603481,0.353272373,0.244835663
2944-1a,0.468092797,0.767942523,0.356633497,0.029412882
2945-1a,0.987443035,0.519406066,0.981907085,0.905468341
2946-1a,0.547780708,0.035260946,0.415801175,0.772999557
2947-1a,0.9422259,0.390597297,0.956601814,0.289999079
2948-1a,0.359415271,0.689094581,0.292807087,0.533142321
2949-1a,0.056125417,0.47244063,0.022638227,0.9169055
2950-1a,0.800358573,0.435855455,0.514279404,0.53473044
2951-1a,0.021577526,0.003095632,0.020282574,0.335447861
2952-1a,0.171050307,0.278985454,0.019303709,0.046812053
2953-1a,0.143004167,0.3019065,0.054383558,0.643986025
2954-1a,0.11262837,0.572409834,0.124211495,0.196091977
2955-1a,0.756553032,0.338653901,0.505633876,0.645889297
2956-1a,0.858472699,0.436127846,0.929547353,0.925571074
2957-1a,0.118234341,0.143237527,0.174374269,0.814357744
2958-1a,0.282829601,0.652205988,0.514880043,0.908849119
2959-1a,0.685385399,0.142093068,0.79495734,0.583711353
2960-1a,0.068165972,0.528300061,0.026794085,0.922383968
2961-1a,0.445280548,0.182707575,0.369576173,0.539041585
2962-1a,0.704771101,0.182987286,0.599920027,0.892503967
2963-1a,0.783599346,0.516825805,0.705057956,0.95056906
2964-1a,0.811795235,0.802051683,0.785271019,0.156237015
2965-1a,0.609430907,0.788284252,0.589775842,0.287366159
2966-1a,0.606289346,0.39726463,0.732589956,0.65682252
2967-1a,0.414541219,0.701493475,0.33980798,0.735410976
2968-1a,0.634663424,0.517693563,0.46889551,0.836795043
2969-1a,0.837346781,0.653009797,0.786067236,0.092539305
2970-1a,0.421031888,0.25943221,0.454283649,0.689571408
2971-1a,0.51829929,0.634689625,0.340502062,0.767054644
2972-1a,0.887012315,0.958084751,0.724725388,0.700675034
2973-1a,0.856234334,0.736804246,0.774832953,0.302117271
2974-1a,0.75397937,0.042919316,0.866884274,0.872887073
2975-1a,0.907795274,0.615965076,0.79208822,0.924567313
2976-1a,0.453028808,0.747783827,0.540984972,0.386555379
2977-1a,0.277534621,0.346519,0.365682412,0.535867652
2978-1a,0.471718072,0.981027184,0.544998653,0.816967362
2979-1a,0.899120346,0.85536127,0.827155114,0.891832094
2980-1a,0.800033404,0.926043295,0.969431954,0.682411012
2981-1a,0.55145681,0.302111041,0.373950557,0.14769298
2982-1a,0.363310544,0.594517054,0.179002001,0.224244078
2983-1a,0.007942584,0.187709193,0.013774031,0.718556189
2984-1a,0.915276561,0.804779006,0.878688361,0.82649538
2985-1a,0.536334647,0.979855723,0.341143108,0.684390298
2986-1a,0.707204365,0.421842056,0.797512371,0.509437557
2987-1a,0.249299056,0.036763419,0.309034357,0.000683511
2988-1a,0.50483989,0.043467957,0.593147924,0.928316478
2989-1a,0.516340979,0.319385247,0.373660613,0.752666384
2990-1a,0.737007364,0.788049414,0.655511959,0.802495129
2991-1a,0.256905761,0.30435636,0.283518378,0.18344401
2992-1a,0.429402232,0.462156039,0.424880007,0.730484696
2993-1a,0.535192917,0.119890471,0.590068511,0.738282411
2994-1a,0.954251584,0.809571327,0.957999593,0.110856361
2995-1a,0.477987578,0.964646538,0.483662389,0.807401105
2996-1a,0.85947169,0.765721702,0.926852858,0.703144277
2997-1a,0.772895678,0.893287507,0.804902023,0.974481403
2998-1a,0.976894849,0.907572575,0.945988643,0.893351899
2999-1a,0.800120775,0.776070329,0.437890415,0.575462875
3000-1a,0.294760676,0.463678425,0.30855806,0.031837875
3001-1a,0.296272344,0.940872779,0.406038031,0.820215706
3002-1a,0.553151358,0.501649127,0.619584916,0.243903885
3003-1a,0.519629321,0.145275983,0.552586446,0.750349803
3004-1a,0.396077226,0.057958783,0.488568998,0.117679815
3005-1a,0.613715963,0.752987051,0.72428671,0.179402261
3006-1a,0.853403746,0.518563341,0.954792638,0.100054978
3007-1a,0.53720751,0.276215409,0.454401813,0.205643016
3008-1a,0.638571904,0.392596119,0.456813163,0.255936303
3009-1a,0.65621595,0.884231908,0.41837253,0.315601704
3010-1a,0.023954423,0.306320907,0.019792977,0.058765152
3011-1a,0.05257362,0.030086694,0.210976079,0.563669287
3012-1a,0.009239907,0.008292372,0.002938116,0.039081007
3013-1a,0.947397479,0.952888447,0.943247932,0.861742558
3014-1a,0.191127471,0.900961752,0.203526578,0.073120439
3015-1a,0.984557484,0.595046193,0.942497547,0.460394291
3016-1a,0.911252215,0.665486172,0.799255686,0.697151784
3017-1a,0.578747272,0.750954718,0.713655904,0.936256753
3018-1a,0.12752023,0.270600769,0.382757704,0.350474872
3019-1a,0.299793109,0.194564489,0.142426302,0.202597334
3020-1a,0.190034115,0.123705312,0.098771812,0.011715539
3021-1a,0.101883956,0.599953878,0.210894812,0.453664241
3022-1a,0.966216225,0.903739464,0.934532924,0.703811096
3023-1a,0.804285349,0.936600039,0.753550918,0.596959549
3024-1a,0.172287049,0.71420335,0.342947314,0.148070613
3025-1a,0.84591409,0.219796995,0.546229167,0.61840241
3026-1a,0.187534955,0.175652238,0.173020557,0.90795218
3027-1a,0.793176656,0.500105919,0.746760225,0.787826371
3028-1a,0.777631638,0.821095615,0.903702673,0.938865596
3029-1a,0.369604512,0.282628239,0.470756527,0.442804564
3030-1a,0.314575964,0.54449544,0.322614534,0.33458533
3031-1a,0.668010456,0.470751324,0.594747577,0.97245715
3032-1a,0.019387937,0.163047847,0.026287653,0.594763187
3033-1a,0.512487499,0.288448561,0.528842689,0.530440953
3034-1a,0.959934216,0.841606716,0.960924667,0.805869427
3035-1a,0.44016367,0.368083571,0.536327415,0.059225171
3036-1a,0.527972684,0.579263851,0.374476215,0.067528039
3037-1a,0.470247171,0.396987139,0.529339564,0.210458856
3038-1a,0.333784316,0.248763138,0.582438733,0.784591416
3039-1a,0.784546172,0.751832797,0.89612302,0.700009834
3040-1a,0.934419736,0.957031601,0.920362259,0.925938553
3041-1a,0.52480365,0.443503736,0.430640196,0.41193884
3042-1a,0.239296318,0.323292005,0.351078527,0.510302258
3043-1a,0.595134872,0.359071706,0.638547384,0.277602825
3044-1a,0.607260126,0.156046645,0.486367749,0.981213126
3045-1a,0.337800618,0.151000038,0.307925087,0.457171224
3046-1a,0.151980804,0.034464371,0.05557358,0.105416781
3047-1a,0.568448871,0.623202656,0.824636267,0.945931247
3048-1a,0.49303792,0.238436481,0.498834869,0.188021789
3049-1a,0.794707284,0.639394095,0.892314695,0.914448275
3050-1a,0.753112832,0.755260232,0.719418301,0.762175176
3051-1a,0.495656534,0.409746935,0.628418831,0.377809221
3052-1a,0.250548355,0.100428871,0.132605242,0.489098087
3053-1a,0.587167132,0.694591898,0.538393062,0.398079753
3054-1a,0.469254785,0.566165738,0.621557038,0.036599634
3055-1a,0.250545676,0.073222271,0.232978879,0.308319095
3056-1a,0.756508527,0.637849991,0.489481019,0.973757738
3057-1a,0.982710525,0.787493846,0.998754518,0.962954058
3058-1a,0.539896095,0.821522243,0.581023786,0.924127787
3059-1a,0.691359404,0.522344461,0.848072485,0.636482586
3060-1a,0.578225523,0.870958191,0.460530249,0.499123801
3061-1a,0.258810468,0.815818836,0.245961148,0.938547825
3062-1a,0.189203784,0.123222103,0.522076577,0.316434487
3063-1a,0.363364874,0.417053386,0.405078668,0.082052294
3064-1a,0.015325713,0.122073212,0.06316324,0.021524802
3065-1a,0.818168334,0.793347699,0.747843043,0.406440878
3066-1a,0.509981186,0.454402213,0.473180199,0.018971489
3067-1a,0.500679038,0.718925515,0.250863317,0.689738578
3068-1a,0.016540969,0.019585319,0.039473232,0.491606343
3069-1a,0.436663132,0.45421601,0.576699061,0.579811614
3070-1a,0.654901131,0.216493203,0.796768988,0.963743163
3071-1a,0.714288118,0.826116233,0.33755665,0.475974989
3072-1a,0.202058399,0.896111597,0.433702981,0.652452655
3073-1a,0.092207725,0.591840867,0.048004183,0.17615814
3074-1a,0.69479946,0.68990593,0.689404474,0.191309925
3075-1a,0.708336305,0.844822318,0.660829099,0.370966415
3076-1a,0.241010139,0.342752121,0.567965904,0.908993635
3077-1a,0.368663195,0.175612921,0.310285737,0.82817765
3078-1a,0.752514926,0.849591509,0.803553927,0.645204685
3079-1a,0.567049615,0.388603341,0.699993008,0.523243063
3080-1a,0.529590116,0.440178149,0.656762989,0.674662221
3081-1a,0.07964056,0.77761371,0.162093015,0.778882961
3082-1a,0.334702738,0.521871067,0.337173482,0.270875184
3083-1a,0.099032649,0.700848139,0.13665835,0.051869903
3084-1a,0.342780606,0.788217545,0.199152558,0.950604739
3085-1a,0.57160835,0.935241406,0.481364905,0.613146849
3086-1a,0.65452392,0.967997144,0.792672836,0.275393737
3087-1a,0.818263913,0.851393219,0.721592213,0.476082971
3088-1a,0.436704989,0.31476693,0.339997899,0.894847909
3089-1a,0.665702295,0.541735225,0.53234775,0.60421701
3090-1a,0.525160354,0.924272557,0.423859831,0.264168804
3091-1a,0.78974039,0.304103241,0.812137929,0.881294185
3092-1a,0.586537944,0.754243611,0.431426052,0.962321616
3093-1a,0.459316966,0.538159168,0.289685467,0.641684526
3094-1a,0.042588927,0.055926528,0.277657869,0.232871787
3095-1a,0.068699127,0.644529287,0.065242407,0.111083291
3096-1a,0.512379781,0.517888723,0.484112627,0.854347166
3097-1a,0.926249308,0.184361659,0.774786556,0.979011455
3098-1a,0.939950528,0.794699544,0.720783516,0.329855335
3099-1a,0.371848101,0.772342347,0.567156231,0.910950627
3100-1a,0.729684351,0.208332447,0.825177065,0.610134053
3101-1a,0.182145498,0.094739033,0.199709919,0.797358295
3102-1a,0.601113342,0.654251219,0.691137344,0.136770157
3103-1a,0.103590488,0.464540322,0.229793487,0.392166599
3104-1a,0.450079764,0.686139382,0.309121623,0.371450263
3105-1a,0.814993231,0.64425967,0.808267285,0.93182281
3106-1a,0.7200931,0.573630824,0.660923143,0.875515181
3107-1a,0.52593584,0.317578523,0.304355307,0.280281645
3108-1a,0.967105853,0.895914449,0.894896232,0.920767534
3109-1a,0.927829297,0.655246651,0.930295711,0.987239384
3110-1a,0.447573367,0.168700243,0.660943049,0.685749479
3111-1a,0.718022807,0.391342219,0.845236141,0.953612905
3112-1a,0.097460076,0.012153073,0.102403551,0.013164563
3113-1a,0.077680959,0.013197171,0.154809516,0.000427108
3114-1a,0.818978376,0.312120737,0.84430396,0.733934061
3115-1a,0.153723871,0.508264475,0.285723423,0.102417559
3116-1a,0.843294281,0.444961144,0.739846888,0.910136045
3117-1a,0.83037419,0.817625151,0.848467954,0.796337889
3118-1a,0.574617248,0.453659933,0.684325615,0.881058568
3119-1a,0.264503623,0.325193584,0.837084664,0.71507149
3120-1a,0.91499086,0.928600138,0.875964341,0.458357865
3121-1a,0.600902942,0.242942427,0.55979876,0.369050583
3122-1a,0.384733954,0.417856664,0.271002309,0.04585855
3123-1a,0.888934007,0.876821694,0.842286677,0.252981984
3124-1a,0.609725704,0.596262971,0.734372427,0.9665901
3125-1a,0.165115774,0.994656096,0.143347719,0.400643042
3126-1a,0.632282077,0.49850257,0.62261367,0.119469431
3127-1a,0.724419642,0.589349919,0.60407107,0.698612368
3128-1a,0.886143146,0.770187539,0.943702064,0.857504891
3129-1a,0.077432728,0.472115548,0.334167657,0.494652082
3130-1a,0.030847999,0.129154685,0.010422748,0.50472376
3131-1a,0.657765456,0.81763293,0.599284901,0.179997783
3132-1a,0.283037242,0.506544553,0.132190702,0.676541131
3133-1a,0.066395594,0.241004019,0.11788183,0.370396286
3134-1a,0.237154054,0.221486888,0.431179682,0.298143751
3135-1a,0.582569282,0.34058457,0.7077732,0.302477804
3136-1a,0.724943789,0.75711276,0.708728605,0.879017447
3137-1a,0.584582246,0.520998141,0.586840715,0.782133809
3138-1a,0.34676018,0.12183649,0.212800989,0.543882071
3139-1a,0.301741439,0.109626254,0.114145261,0.595237315
3140-1a,0.795055969,0.620281691,0.82277023,0.757509711
3141-1a,0.034623253,0.924807199,0.036360199,0.169143038
3142-1a,0.543512843,0.82725872,0.274204109,0.831229687
3143-1a,0.858915955,0.833042272,0.32312156,0.893363385
3144-1a,0.313077742,0.729391234,0.823189462,0.819454306
3145-1a,0.825714418,0.841568684,0.939234527,0.835086272
3146-1a,0.078912207,0.066427218,0.127318887,0.27857496
3147-1a,0.349308755,0.563768696,0.337955753,0.134795813
3148-1a,0.639287856,0.550114984,0.761269719,0.579241609
3149-1a,0.86289084,0.850022896,0.650466922,0.957757613
3150-1a,0.293098632,0.191858755,0.476154924,0.483482199
3151-1a,0.791237908,0.687847348,0.304706143,0.852962754
3152-1a,0.713952417,0.836553353,0.346202548,0.163452644
3153-1a,0.388549791,0.734608303,0.541322223,0.081720134
3154-1a,0.980870572,0.828209792,0.983839382,0.890791549
3155-1a,0.209441896,0.628165482,0.43524534,0.324753478
3156-1a,0.830964456,0.481266735,0.730884355,0.143867568
3157-1a,0.320113842,0.137066967,0.292309654,0.192656396
3158-1a,0.569535054,0.095994646,0.497456812,0.157094423
3159-1a,0.418965433,0.212654604,0.305401805,0.932110119
3160-1a,0.424503906,0.240634951,0.37149886,0.367424289
3161-1a,0.732059122,0.580265451,0.717499164,0.401665136
3162-1a,0.813645381,0.643788714,0.560950782,0.39688388
3163-1a,0.105620903,0.01340165,0.005209938,0.022053924
3164-1a,0.000514991,0.002523698,0.000321225,0.405165274
3165-1a,0.233962144,0.519049606,0.272337707,0.108074854
3166-1a,0.416470344,0.734874774,0.740991215,0.002133022
3167-1a,0.357871516,0.784304069,0.538720972,0.851881722
3168-1a,0.036301937,0.288407363,0.015024253,0.011375523
3169-1a,0.645953758,0.709501011,0.651974889,0.304817391
3170-1a,0.382212061,0.957740484,0.265841937,0.102109341
3171-1a,0.153934493,0.088974909,0.275389252,0.99473332
3172-1a,0.001804212,0.011253668,0.008600138,0.075450722
3173-1a,0.841180429,0.963104932,0.716289444,0.018754518
3174-1a,0.563315819,0.292996194,0.867113595,0.857220186
3175-1a,0.301711116,0.557412572,0.351613825,0.826737297
3176-1a,0.606083975,0.4437403,0.38304962,0.837121062
3177-1a,0.645854599,0.372291574,0.474593455,0.038012111
3178-1a,0.430474861,0.507256926,0.610000642,0.674480888
3179-1a,0.290469967,0.554231895,0.350232034,0.877585577
3180-1a,0.192932299,0.30361355,0.447310632,0.75015539
3181-1a,0.409767357,0.417020042,0.506321755,0.619933595
3182-1a,0.309284041,0.100804967,0.306787311,0.292665977
3183-1a,0.705088902,0.527174151,0.637013757,0.819640499
3184-1a,0.390487476,0.11635938,0.559612312,0.445298594
3185-1a,0.404799645,0.377513611,0.40385768,0.144148915
3186-1a,0.300582637,0.861892757,0.196227217,0.911539816
3187-1a,0.017501183,0.252350824,0.018141706,0.283389712
3188-1a,0.394390269,0.770094938,0.362409293,0.259705647
3189-1a,0.121466317,0.97591614,0.094560195,0.326787699
3190-1a,0.220033646,0.534859784,0.268822286,0.005901585
3191-1a,0.109060139,0.012815947,0.003264907,0.000299839
3192-1a,0.964485576,0.232419499,0.811678018,0.24148681
3193-1a,0.587409895,0.704081011,0.831047403,0.091533487
3194-1a,0.94134318,0.958303484,0.932099453,0.690252289
3195-1a,0.041280667,0.999767451,0.043571219,0.738601442
3196-1a,0.787033371,0.000714628,0.889499641,0.436133523
3197-1a,0.016215708,0.418403266,0.033948768,0.11065559
3198-1a,0.60498235,0.602969411,0.589160123,0.28524904
3199-1a,0.864985716,0.551717179,0.836751033,0.276199637
3200-1a,0.824635201,0.243920297,0.944569355,0.862315765
3201-1a,0.890639355,0.816513564,0.873724945,0.710455038
3202-1a,0.104929528,0.568234061,0.097791448,0.784446523
3203-1a,0.492273414,0.655669649,0.378293958,0.672641942
3204-1a,0.97911482,0.939763388,0.972439752,0.752629543
3205-1a,0.214359339,0.225135583,0.0841535,0.203938268
3206-1a,0.594091061,0.565946727,0.588289789,0.463370907
3207-1a,0.432083307,0.453202712,0.451339587,0.277834036
3208-1a,0.53098594,0.921426059,0.748452448,0.280176499
3209-1a,0.467547936,0.267916096,0.439486622,0.20788752
3210-1a,0.732495504,0.623504286,0.74741162,0.582517217
3211-1a,0.787879055,0.49355486,0.800823371,0.834706563
3212-1a,0.255003977,0.45662526,0.396246987,0.832087456
3213-1a,0.887356931,0.513673839,0.90964914,0.788878973
3214-1a,0.93646055,0.447049641,0.946572787,0.956842964
3215-1a,0.325670921,0.633052827,0.248644341,0.72148403
3216-1a,0.287420064,0.387848862,0.272332268,0.303868402
3217-1a,0.767133308,0.593288689,0.717352634,0.54304861
3218-1a,0.516707525,0.382610058,0.463238483,0.786664277
3219-1a,0.07361777,0.173034587,0.101894004,0.046353852
3220-1a,0.462109978,0.47786349,0.488555749,0.692855338
3221-1a,0.759737392,0.730511065,0.685627185,0.69394218
3222-1a,0.858531495,0.628808328,0.778591379,0.059166448
3223-1a,0.767631659,0.800830188,0.759654902,0.693697283
3224-1a,0.879611383,0.496777761,0.841332768,0.648968827
3225-1a,0.522968527,0.406527692,0.619629177,0.522676004
3226-1a,0.476678349,0.484621973,0.59624068,0.713193251
3227-1a,0.838503254,0.731562863,0.66749938,0.866354537
3228-1a,0.039028348,0.686830295,0.044571638,0.529080497
3229-1a,0.156324608,0.34514521,0.097643058,0.202599226
3230-1a,0.098498533,0.105715276,0.066374818,0.042261769
3231-1a,0.441654167,0.624527007,0.356961683,0.080290789
3232-1a,0.716407343,0.512319822,0.612676862,0.56533009
3233-1a,0.687847657,0.887948208,0.837860439,0.831000747
3234-1a,0.083561057,0.278270963,0.056745042,0.23609264
3235-1a,0.587561015,0.625894563,0.377237402,0.11906624
3236-1a,0.033424957,0.070066736,0.016641236,0.215116297
3237-1a,0.424060473,0.051683029,0.226092299,0.283755187
3238-1a,0.488227099,0.325854382,0.396861181,0.114345534
3239-1a,0.910979633,0.803368957,0.95514065,0.856897591
3240-1a,0.921201277,0.914484843,0.776376786,0.620995635
3241-1a,0.239790946,0.399169421,0.464043607,0.301337164
3242-1a,0.387469186,0.224550121,0.493822618,0.468813446
3243-1a,0.728312851,0.362024028,0.842967253,0.508284924
3244-1a,0.55036117,0.678223191,0.709541162,0.729669229
3245-1a,0.668612292,0.586763103,0.45873154,0.312887319
3246-1a,0.822475953,0.756995524,0.928252096,0.453971066
3247-1a,0.252252404,0.346570899,0.215667277,0.340562863
3248-1a,0.324379566,0.240059438,0.499589175,0.343162231
3249-1a,0.824509496,0.980651103,0.936416968,0.177224643
3250-1a,0.095051151,0.570216699,0.136120968,0.048256194
3251-1a,0.059696011,0.59469686,0.215863174,0.02165282
3252-1a,0.819430443,0.632550993,0.66675587,0.297977966
3253-1a,0.976883382,0.513175508,0.981529195,0.961693478
3254-1a,0.105903999,0.691345114,0.083784599,0.027767751
3255-1a,0.966065261,0.832497666,0.927838066,0.417341188
3256-1a,0.895391791,0.93179145,0.761442411,0.016713674
3257-1a,0.163526051,0.451113552,0.11449,0.996189288
3258-1a,0.081467821,0.039900278,0.020538539,0.770259656
3259-1a,0.302765152,0.155243376,0.205518793,0.68795434
3260-1a,0.963805294,0.73187119,0.983186521,0.601591189
3261-1a,0.359666865,0.440447266,0.487601889,0.720249503
3262-1a,0.447653742,0.380552968,0.310752045,0.199188744
3263-1a,0.74739131,0.876852487,0.85000272,0.304815828
3264-1a,0.283921683,0.267135427,0.40928199,0.77699847
3265-1a,0.516394488,0.27964557,0.348402537,0.7958525
3266-1a,0.751290241,0.477204385,0.676208047,0.346310387
3267-1a,0.479786124,0.375092025,0.605291263,0.337585216
3268-1a,0.96198164,0.940657588,0.970520922,0.972258189
3269-1a,0.649008109,0.356107005,0.635085226,0.675276137
3270-1a,0.817995857,0.712350264,0.598923934,0.504159857
3271-1a,0.823043595,0.700017374,0.727165565,0.086850045
3272-1a,0.292036763,0.934643365,0.218173362,0.008990272
3273-1a,0.72631977,0.230381213,0.635056244,0.717102471
3274-1a,0.323274374,0.120883759,0.372085871,0.24114199
3275-1a,0.889489,0.938150646,0.823303686,0.847917548
3276-1a,0.153716468,0.173210046,0.226030666,0.90680405
3277-1a,0.630933429,0.620352576,0.600659287,0.348341648
3278-1a,0.33254372,0.894585172,0.140113731,0.550349135
3279-1a,0.942042088,0.736385224,0.951557631,0.567201475
3280-1a,0.161436056,0.106354334,0.150844645,0.264441254
3281-1a,0.925241243,0.455195697,0.830744068,0.99849502
3282-1a,0.228910464,0.467927231,0.321503967,0.672798855
3283-1a,0.805521203,0.481643168,0.783932615,0.742540964
3284-1a,0.973231598,0.943951767,0.94938167,0.887007931
3285-1a,0.75138888,0.289737578,0.662710446,0.439905255
3286-1a,0.672249263,0.934044094,0.452051307,0.488405711
3287-1a,0.58380147,0.981996027,0.42294375,0.772837911
3288-1a,0.231176959,0.181933616,0.241921908,0.047842114
3289-1a,0.627253709,0.5515036,0.771814059,0.244425429
3290-1a,0.978565989,0.246915571,0.940310411,0.755878414
3291-1a,0.275470665,0.184334141,0.281648377,0.587660273
3292-1a,0.780276293,0.62039038,0.647318815,0.920704269
3293-1a,0.891048938,0.70678957,0.842507549,0.888087565
3294-1a,0.367078218,0.675257929,0.435296722,0.29447093
3295-1a,0.189199122,0.445715836,0.264232954,0.1247934
3296-1a,0.495315077,0.087764249,0.654840586,0.262981446
3297-1a,0.15675514,0.159455526,0.220377529,0.105628829
3298-1a,0.083894233,0.108654357,0.25224649,0.317374914
3299-1a,0.961016944,0.700124841,0.876807076,0.266187519
3300-1a,0.396594556,0.888052746,0.473226148,0.137547417
3301-1a,0.161298182,0.228254828,0.134871528,0.539313235
3302-1a,0.465318054,0.459423593,0.360311858,0.624424081
3303-1a,0.661971355,0.525321934,0.748508923,0.229889286
3304-1a,0.898049592,0.615029268,0.857724423,0.295100525
3305-1a,0.463718602,0.514914788,0.354328438,0.863124498
3306-1a,0.454831014,0.088146817,0.244099308,0.496200609
3307-1a,0.59765712,0.686258049,0.790222818,0.462632896
3308-1a,0.877987815,0.935858409,0.824032675,0.617841349
3309-1a,0.892333079,0.573837461,0.797635333,0.983713551
3310-1a,0.761405372,0.852532033,0.748057803,0.550100329
3311-1a,0.636961828,0.720219357,0.765881527,0.551570767
3312-1a,0.17281138,0.502675334,0.162853633,0.05247298
